acc,ftp,organism_name,genetic_code
GCF_900110875.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/875/GCF_900110875.1_IMG-taxon_2684622848_annotated_assembly,Pseudovibrio axinellae,11
GCF_900103545.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/545/GCF_900103545.1_IMG-taxon_2675903227_annotated_assembly,Pedobacter ruber,11
GCF_900102905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/905/GCF_900102905.1_IMG-taxon_2663762716_annotated_assembly,Albidovulum xiamenense,11
GCF_000192745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/745/GCF_000192745.1_ASM19274v1,Polymorphum gilvum SL003B-26A1,11
GCF_001457025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/025/GCF_001457025.1_ASM145702v1,Arthrobacter enclensis,11
GCF_002077135.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/135/GCF_002077135.1_ASM207713v1,Metallibacterium scheffleri,11
GCF_001438805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/438/805/GCF_001438805.1_ASM143880v1,Lactobacillus kimchiensis,11
GCF_900115155.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/155/GCF_900115155.1_IMG-taxon_2667527394_annotated_assembly,Mycetocola miduiensis,11
GCF_900116555.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/555/GCF_900116555.1_IMG-taxon_2616644808_annotated_assembly,Actinopolyspora righensis,11
GCF_900129875.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/875/GCF_900129875.1_IMG-taxon_2695421018_annotated_assembly,Marivita hallyeonensis,11
GCF_001975665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/665/GCF_001975665.1_ASM197566v1,Polaribacter reichenbachii,11
GCF_001456025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/456/025/GCF_001456025.1_ASM145602v1,Mastigocoleus testarum BC008,11
GCF_000158915.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/915/GCF_000158915.1_ASM15891v1,Streptomyces himastatinicus ATCC 53653,11
GCF_000349205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/205/GCF_000349205.1_MPLversion1,Methylophaga lonarensis MPL,11
GCF_000473225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/225/GCF_000473225.1_ASM47322v1,Sedimentitalea nanhaiensis DSM 24252,11
GCF_001652585.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/652/585/GCF_001652585.1_ASM165258v1,Thermosulfurimonas dismutans,11
GCF_000764165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/764/165/GCF_000764165.1_ASM76416v1,Cryobacterium roopkundense,11
GCF_900115905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/905/GCF_900115905.1_IMG-taxon_2663762775_annotated_assembly,Pseudomonas formosensis,11
GCF_000204155.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/155/GCF_000204155.1_ASM20415v1,Verrucosispora maris AB-18-032,11
GCF_001854765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/765/GCF_001854765.1_ASM185476v1,Vibrio sonorensis,11
GCF_001012815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/012/815/GCF_001012815.1_ASM101281v1,Vibrio mexicanus,11
GCF_000724625.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/625/GCF_000724625.1_ASM72462v1,Fimbriimonas ginsengisoli Gsoil 348,11
GCF_900115165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/165/GCF_900115165.1_IMG-taxon_2622736530_annotated_assembly,Roseovarius lutimaris,11
GCF_900103935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/935/GCF_900103935.1_IMG-taxon_2671180088_annotated_assembly,Nocardioides szechwanensis,11
GCF_900113685.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/685/GCF_900113685.1_IMG-taxon_2663762759_annotated_assembly,Nocardioides psychrotolerans,11
GCF_000525955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/525/955/GCF_000525955.1_Lweihenstaphanensis,Listeria weihenstephanensis FSL R9-0317,11
GCF_000953715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/715/GCF_000953715.1_DTL3,Defluviitoga tunisiensis,11
GCF_900106975.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/975/GCF_900106975.1_IMG-taxon_2671180037_annotated_assembly,Pseudomonas kuykendallii,11
GCF_001050475.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/475/GCF_001050475.1_ASM105047v1,Lactobacillus ginsenosidimutans,11
GCF_001719065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/719/065/GCF_001719065.1_ASM171906v1,Fervidobacterium thailandense,11
GCF_001457035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/035/GCF_001457035.1_ASM145703v1,Fictibacillus enclensis,11
GCF_900156125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/125/GCF_900156125.1_IMG-taxon_2708742528_annotated_assembly,Domibacillus enclensis,11
GCF_900143085.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/085/GCF_900143085.1_IMG-taxon_2667528169_annotated_assembly,Gracilibacillus kekensis,11
GCF_001583435.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/583/435/GCF_001583435.1_ASM158343v1,Endozoicomonas montiporae CL-33,11
GCF_900188335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/188/335/GCF_900188335.1_IMG-taxon_2681813518_annotated_assembly,Tropicimonas sediminicola,11
GCF_000816345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/345/GCF_000816345.1_ASM81634v1,Campylobacter volucris LMG 24379,11
GCF_000172555.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/555/GCF_000172555.1_ASM17255v1,Pedosphaera parvula Ellin514,11
GCF_000213935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/935/GCF_000213935.1_ASM21393v1,Corynebacterium nuruki S6-4,11
GCF_000285535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/535/GCF_000285535.1_ASM28553v1,Bacillus timonensis,11
GCF_000285835.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/835/GCF_000285835.1_ASM28583v2,Brevibacterium senegalense,11
GCF_000285555.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/555/GCF_000285555.1_ASM28555v1,Kurthia massiliensis,11
GCF_000285595.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/595/GCF_000285595.1_ASM28559v1,Kurthia senegalensis,11
GCF_001006805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/805/GCF_001006805.1_Microvirga_massiliensis_JC119,Microvirga massiliensis,11
GCF_000021985.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/985/GCF_000021985.1_ASM2198v1,Thioalkalivibrio sulfidiphilus HL-EbGr7,11
GCF_000313565.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/565/GCF_000313565.1_ASM31356v2,Dielma fastidiosa,11
GCF_000756815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/815/GCF_000756815.1_PRJEB6598_assembly_1,Legionella massiliensis,11
GCF_000308315.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/308/315/GCF_000308315.1_ASM30831v1,Legionella tunisiensis,11
GCF_900116645.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/645/GCF_900116645.1_IMG-taxon_2671180040_annotated_assembly,Massilia namucuonensis,11
GCF_900110855.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/855/GCF_900110855.1_IMG-taxon_2675903052_annotated_assembly,Friedmanniella flava,11
GCF_900109525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/525/GCF_900109525.1_IMG-taxon_2634166302_annotated_assembly,Bosea lupini,11
GCF_900102525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/525/GCF_900102525.1_IMG-taxon_2675903146_annotated_assembly,Bosea robiniae,11
GCF_900168155.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/168/155/GCF_900168155.1_IMG-taxon_2595698220_annotated_assembly,Parabacteroides chartae,11
GCF_900109375.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/375/GCF_900109375.1_IMG-taxon_2622736580_annotated_assembly,Aquimarina amphilecti,11
GCF_000220525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/525/GCF_000220525.1_ASM22052v2,Ochrovirga pacifica,11
GCF_000759715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/715/GCF_000759715.1_ASM75971v1,Lysinimicrobium mangrovi,11
GCF_900113275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/275/GCF_900113275.1_IMG-taxon_2663762747_annotated_assembly,Neptunomonas qingdaonensis,11
GCF_900099975.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/975/GCF_900099975.1_IMG-taxon_2663762744_annotated_assembly,Arthrobacter cupressi,11
GCF_900101465.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/465/GCF_900101465.1_IMG-taxon_2675903056_annotated_assembly,Nocardioides lianchengensis,11
GCF_900112695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/695/GCF_900112695.1_IMG-taxon_2675903006_annotated_assembly,Paenibacillus catalpae,11
GCF_000299575.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/575/GCF_000299575.1_ASM29957v1,Oceaniovalibus guishaninsula JLT2003,11
GCF_001905345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/905/345/GCF_001905345.1_ASM190534v1,Streptomyces uncialis,11
GCF_900106775.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/775/GCF_900106775.1_IMG-taxon_2693429881_annotated_assembly,Marininema mesophilum,11
GCF_000714815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/714/815/GCF_000714815.1_Anditalea_andensis_genome,Anditalea andensis,11
GCF_900177335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/177/335/GCF_900177335.1_IMG-taxon_2708742531_annotated_assembly,Kocuria indica,11
GCF_001021025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/025/GCF_001021025.1_ASM102102v1,Corynebacterium epidermidicanis,11
GCF_000204235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/235/GCF_000204235.1_ASM20423v2,[Propionibacterium] humerusii P08,11
GCF_900103975.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/975/GCF_900103975.1_IMG-taxon_2599185180_annotated_assembly,Klenkia soli,11
GCF_000093025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/093/025/GCF_000093025.1_ASM9302v1,Methylotenera versatilis 301,11
GCF_000384375.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/384/375/GCF_000384375.1_ASM38437v1,Methylotenera versatilis 79,11
GCF_900142405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/405/GCF_900142405.1_IMG-taxon_2671180021_annotated_assembly,Muricauda antarctica,11
GCF_000331515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/515/GCF_000331515.1_Photobacterium_marinum_AK15,Photobacterium marinum,11
GCF_000333895.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/895/GCF_000333895.2_ASM33389v2,Grimontia indica,11
GCF_000828125.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/125/GCF_000828125.2_ASM82812v2,Rickettsia asembonensis,11
GCF_000504245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/245/GCF_000504245.1_ASM50424v1,Amycolatopsis halophila YIM 93223,11
GCF_002104795.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/104/795/GCF_002104795.1_ASM210479v1,Mycolicibacillus koreensis,11
GCF_000252625.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/252/625/GCF_000252625.1_ASM25262v2,Listeria fleischmannii subsp. coloradonensis,11
GCF_900129495.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/495/GCF_900129495.1_IMG-taxon_2695420953_annotated_assembly,Geodermatophilus nigrescens,11
GCF_900101995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/995/GCF_900101995.1_IMG-taxon_2675903161_annotated_assembly,Riemerella columbipharyngis,11
GCF_001021065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/065/GCF_001021065.1_ASM102106v1,Corynebacterium uterequi,11
GCF_900129445.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/445/GCF_900129445.1_IMG-taxon_2695420921_annotated_assembly,Salegentibacter echinorum,11
GCF_900148515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/515/GCF_900148515.1_IMG-taxon_2617270825_annotated_assembly,Algoriphagus zhangzhouensis,11
GCF_900102925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/925/GCF_900102925.1_IMG-taxon_2667527237_annotated_assembly,Muricauda zhangzhouensis,11
GCF_000225525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/525/GCF_000225525.1_ASM22552v1,Streptomyces zinciresistens K42,11
GCF_000744735.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/735/GCF_000744735.1_ASM74473v1,Porticoccus hydrocarbonoclasticus MCTG13d,11
GCF_900177385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/177/385/GCF_900177385.1_IMG-taxon_2622736627_annotated_assembly,Carnobacterium iners,11
GCF_000831645.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/645/GCF_000831645.3_ASM83164v3,Lactobacillus heilongjiangensis,11
GCF_001751245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/751/245/GCF_001751245.1_ASM175124v1,Streptomyces oceani,11
GCF_900100765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/765/GCF_900100765.1_IMG-taxon_2675903159_annotated_assembly,Catalinimonas alkaloidigena,11
GCF_000759475.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/475/GCF_000759475.1_ASM75947v1,Pantoea rwandensis,11
GCF_000828615.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/615/GCF_000828615.1_ASM82861v1,Thiolapillus brandeum,11
GCF_000613285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/285/GCF_000613285.1_ASM61328v1,Acetobacter papayae JCM 25143,11
GCF_000613865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/865/GCF_000613865.1_ASM61386v1,Acetobacter okinawensis JCM 25146,11
GCF_002006565.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/006/565/GCF_002006565.1_ASM200656v1,Acetobacter persici,11
GCF_900141925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/925/GCF_900141925.1_IMG-taxon_2663762797_annotated_assembly,Pseudomonas zeshuii,11
GCF_900113085.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/085/GCF_900113085.1_IMG-taxon_2622736503_annotated_assembly,Fontimonas thermophila,11
GCF_900156415.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/415/GCF_900156415.1_IMG-taxon_2681812905_annotated_assembly,Pontibacter lucknowensis,11
GCF_001202015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/202/015/GCF_001202015.1_ASM120201v1,Pseudorhodobacter antarcticus,11
GCF_000224715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/715/GCF_000224715.1_ASM22471v2,Serinicoccus profundi MCCC 1A05965,11
GCF_000238795.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/795/GCF_000238795.1_ASM23879v2,Haemophilus sputorum CCUG 13788,11
GCF_900115665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/665/GCF_900115665.1_IMG-taxon_2634166314_annotated_assembly,Pseudarcicella hirudinis,11
GCF_000231305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/305/GCF_000231305.1_ASM23130v1,Leucobacter chromiiresistens JG 31,11
GCF_001401755.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/401/755/GCF_001401755.1_ASM140175v1,Aquimarina longa SW024,11
GCF_001707825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/707/825/GCF_001707825.1_ASM170782v1,Enterovibrio pacificus,11
GCF_900100655.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/655/GCF_900100655.1_IMG-taxon_2654587884_annotated_assembly,Limimonas halophila,11
GCF_002158865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/865/GCF_002158865.1_ASM215886v1,Comamonas serinivorans,11
GCF_900156815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/815/GCF_900156815.1_IMG-taxon_2681813556_annotated_assembly,Gemmobacter megaterium,11
GCF_000647975.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/647/975/GCF_000647975.1_SOAPdenovo_v1.05,Actibacterium mucosum KCTC 23349,11
GCF_000255455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/455/GCF_000255455.1_ASM25545v1,Aquimarina agarilytica ZC1,11
GCF_002093975.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/093/975/GCF_002093975.1_ASM209397v1,Thermoactinospora rubra,11
GCF_900129745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/745/GCF_900129745.1_IMG-taxon_2695420983_annotated_assembly,Winogradskyella jejuensis,11
GCF_001644705.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/644/705/GCF_001644705.1_ASM164470v1,Dickeya solani IPO 2222,11
GCF_001046645.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/645/GCF_001046645.1_S.czeLL01,Sphingobium czechense LL01,11
GCF_900104535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/535/GCF_900104535.1_IMG-taxon_2636416005_annotated_assembly,Nakamurella panacisegetis,11
GCF_000975035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/975/035/GCF_000975035.1_ASM97503v1,Demequina flava,11
GCF_000975055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/975/055/GCF_000975055.1_ASM97505v1,Demequina sediminicola,11
GCF_002211765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/765/GCF_002211765.1_ASM221176v1,Idiomarina piscisalsi,11
GCF_900177655.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/177/655/GCF_900177655.1_IMG-taxon_2708742467_annotated_assembly,Devosia lucknowensis,11
GCF_000240225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/225/GCF_000240225.1_ASM24022v2,Patulibacter medicamentivorans,11
GCF_000473955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/955/GCF_000473955.1__oprFasNSB1,Coprobacter fastidiosus NSB1,11
GCF_001675355.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/675/355/GCF_001675355.1_Tepfon1.0,Tepidimonas fonticaldi,11
GCF_000740785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/785/GCF_000740785.1_ASM74078v1,Paenirhodobacter enshiensis,11
GCF_002102265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/102/265/GCF_002102265.1_ASM210226v1,Mycolicibacter longobardus,11
GCF_001049335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/049/335/GCF_001049335.1_B_goodwinii_PB,Brenneria goodwinii,11
GCF_900188235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/188/235/GCF_900188235.1_IMG-taxon_2724679779_annotated_assembly,Lutibacter agarilyticus,11
GCF_000193225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/225/GCF_000193225.1_ASM19322v1,Verminephrobacter aporrectodeae subsp. tuberculatae At4,11
GCF_900113695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/695/GCF_900113695.1_IMG-taxon_2667527406_annotated_assembly,Albimonas pacifica,11
GCF_000495935.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/935/GCF_000495935.2_ASM49593v2,Elizabethkingia anophelis NUHP1,11
GCF_001519075.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/519/075/GCF_001519075.1_ASM151907v1,Novosphingobium fuchskuhlense,11
GCF_000311785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/785/GCF_000311785.1_ASM31178v1,Brevibacillus massiliensis,11
GCF_000311925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/925/GCF_000311925.1_ASM31192v1,Alistipes obesi,11
GCF_900141665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/665/GCF_900141665.1_IMG-taxon_2700988704_annotated_assembly,Cruoricaptor ignavus,11
GCF_000972705.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/972/705/GCF_000972705.2_ASM97270v2,Limnoraphis robusta CS-951,11
GCF_002086405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/405/GCF_002086405.1_ASM208640v1,Mycolicibacter minnesotensis,11
GCF_000527135.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/527/135/GCF_000527135.1_ASM52713v1,Methyloversatilis discipulorum,11
GCF_001202035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/202/035/GCF_001202035.1_ASM120203v1,Pseudorhodobacter wandonensis,11
GCF_000752215.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/752/215/GCF_000752215.1_Amazonia_massiliensis,bacterium MS4,11
GCF_000374305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/305/GCF_000374305.1_ASM37430v1,Actinomadura flavalba DSM 45200,11
GCF_900129925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/925/GCF_900129925.1_IMG-taxon_2585428066_annotated_assembly,Anaerosphaera aminiphila DSM 21120,11
GCF_900176275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/275/GCF_900176275.1_IMG-taxon_2568526002_annotated_assembly,Andreprevotia lacus DSM 23236,11
GCF_000374345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/345/GCF_000374345.1_ASM37434v1,Bacillus acidiproducens DSM 23148,11
GCF_000429865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/865/GCF_000429865.1_ASM42986v1,Cucumibacter marinus DSM 18995,11
GCF_000428145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/428/145/GCF_000428145.1_ASM42814v1,Chitinilyticum litopenaei DSM 21440,11
GCF_900142075.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/075/GCF_900142075.1_IMG-taxon_2703719061_annotated_assembly,Clostridium amylolyticum,11
GCF_000767055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/055/GCF_000767055.1_ASM76705v1,Corynebacterium doosanense CAU 212 = DSM 45436,11
GCF_000380485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/485/GCF_000380485.1_ASM38048v1,Gordonia kroppenstedtii DSM 45133,11
GCF_000420625.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/625/GCF_000420625.1_ASM42062v1,Fodinicurvata sediminis DSM 21159,11
GCF_000378345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/345/GCF_000378345.1_ASM37834v1,Hirschia maritima DSM 19733,11
GCF_900112235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/235/GCF_900112235.1_IMG-taxon_2600254929_annotated_assembly,Marinospirillum celere,11
GCF_000425145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/145/GCF_000425145.1_ASM42514v1,Pedobacter glucosidilyticus DSM 23534,11
GCF_000422945.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/945/GCF_000422945.1_ASM42294v1,Pedobacter oryzae DSM 19973,11
GCF_000420665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/665/GCF_000420665.1_ASM42066v1,Ponticaulis koreensis DSM 19734,11
GCF_000600335.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/335/GCF_000600335.2_Rumeso,Rubellimicrobium mesophilum DSM 19309,11
GCF_900106765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/765/GCF_900106765.1_IMG-taxon_2599185171_annotated_assembly,Tepidimicrobium xylanilyticum,11
GCF_900114675.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/675/GCF_900114675.1_IMG-taxon_2687453745_annotated_assembly,Yoonia litorea,11
GCF_002115805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/115/805/GCF_002115805.1_ASM211580v1,Marivita geojedonensis,11
GCF_001570745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/570/745/GCF_001570745.1_ASM157074v1,Alicyclobacillus mali NBRC 102425,11
GCF_900129405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/405/GCF_900129405.1_IMG-taxon_2695420946_annotated_assembly,Flavobacterium fontis,11
GCF_000014865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/865/GCF_000014865.1_ASM1486v1,Magnetococcus marinus MC-1,11
GCF_900113805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/805/GCF_900113805.1_IMG-taxon_2684622856_annotated_assembly,Chryseobacterium frigidisoli,11
